device,clicks_by_device,downloads_by_device,download_ratio_by_device
1114,41,6,0.14634146341463414
1115,83,13,0.1566265060240964
1116,2,1,0.5
1117,39,1,0.02564102564102564
1118,9,1,0.1111111111111111
1119,19,6,0.3157894736842105
1120,52,5,0.09615384615384616
1121,11,0,0.0
1122,2,0,0.0
1123,41,6,0.14634146341463414
1124,13,1,0.07692307692307693
1126,53,8,0.1509433962264151
1127,8,1,0.125
1128,18,4,0.2222222222222222
1129,13,4,0.3076923076923077
1130,1,0,0.0
1131,36,4,0.1111111111111111
1132,1,0,0.0
1133,3,1,0.3333333333333333
1134,24,6,0.25
1135,13,2,0.15384615384615385
1136,8,3,0.375
1137,5,1,0.2
1139,8,0,0.0
1140,13,1,0.07692307692307693
1141,17,2,0.11764705882352941
1142,53,6,0.11320754716981132
1143,122,16,0.13114754098360656
1144,20,2,0.1
1145,25,3,0.12
1146,5,0,0.0
1147,60,7,0.11666666666666667
1148,37,12,0.32432432432432434
1150,18,2,0.1111111111111111
1151,1,0,0.0
1152,11,1,0.09090909090909091
1153,4,0,0.0
1154,35,4,0.11428571428571428
1155,4,2,0.5
1156,2,0,0.0
1157,2,1,0.5
1158,1,0,0.0
1159,2,0,0.0
1160,6,0,0.0
1161,11,2,0.18181818181818182
1162,217,1,0.004608294930875576
1163,12,2,0.16666666666666666
1164,4,0,0.0
1165,10,1,0.1
1166,22,2,0.09090909090909091
1167,7,0,0.0
1168,92,24,0.2608695652173913
1169,6,0,0.0
1170,13,2,0.15384615384615385
1171,1,0,0.0
1172,17,1,0.058823529411764705
1173,4,1,0.25
1174,224,2,0.008928571428571428
1175,69,13,0.18840579710144928
1176,69,10,0.14492753623188406
1177,6,0,0.0
1178,10,0,0.0
1179,1,0,0.0
1181,18,2,0.1111111111111111
1182,36,1,0.027777777777777776
1183,13,2,0.15384615384615385
1184,187,32,0.1711229946524064
1185,2,0,0.0
1186,3,0,0.0
1187,14,4,0.2857142857142857
1188,6,2,0.3333333333333333
1189,2,1,0.5
1190,1,0,0.0
1191,2,0,0.0
1192,6,2,0.3333333333333333
1193,198,31,0.15656565656565657
1194,11,1,0.09090909090909091
1195,45,4,0.08888888888888889
1197,15,3,0.2
1198,5,0,0.0
1199,14,0,0.0
1200,7,1,0.14285714285714285
1201,6,1,0.16666666666666666
1202,15,1,0.06666666666666667
1205,5,0,0.0
1207,1,0,0.0
1208,26,4,0.15384615384615385
1209,8,0,0.0
1210,2,0,0.0
1211,8,0,0.0
1212,18,5,0.2777777777777778
1213,13,0,0.0
1214,49,3,0.061224489795918366
1215,19,1,0.05263157894736842
1218,47,17,0.3617021276595745
1219,53,11,0.20754716981132076
1221,8,0,0.0
1222,2,0,0.0
1225,1,0,0.0
1226,18,3,0.16666666666666666
1227,47,4,0.0851063829787234
1228,11,2,0.18181818181818182
1230,32,6,0.1875
1231,10,1,0.1
1232,55,7,0.12727272727272726
1235,28,5,0.17857142857142858
1236,23,4,0.17391304347826086
1237,8,1,0.125
1238,2,0,0.0
1241,8,0,0.0
1242,1,0,0.0
1244,4,0,0.0
1245,33,4,0.12121212121212122
1246,1,1,1.0
1247,6,0,0.0
1248,8,2,0.25
1249,18,5,0.2777777777777778
1252,1,0,0.0
1253,55,9,0.16363636363636364
1254,1,0,0.0
1255,15,4,0.26666666666666666
1257,9,1,0.1111111111111111
1258,114,30,0.2631578947368421
1259,87,22,0.25287356321839083
1260,3,0,0.0
1261,71,8,0.11267605633802817
1263,19,2,0.10526315789473684
1265,50,11,0.22
1267,5,0,0.0
1268,28,3,0.10714285714285714
1269,58,5,0.08620689655172414
1270,5,0,0.0
1271,2,0,0.0
1272,6,1,0.16666666666666666
1273,6,1,0.16666666666666666
1274,2,1,0.5
1276,2,0,0.0
1279,49,11,0.22448979591836735
1280,7,0,0.0
1282,13,3,0.23076923076923078
1283,2,0,0.0
1284,1,0,0.0
1285,41,11,0.2682926829268293
1286,1,0,0.0
1287,7,1,0.14285714285714285
1288,1,0,0.0
1289,2,0,0.0
1290,2,1,0.5
1291,22,2,0.09090909090909091
1292,5,1,0.2
1293,4,1,0.25
1296,19,4,0.21052631578947367
1297,60,10,0.16666666666666666
1298,12,1,0.08333333333333333
1299,6,0,0.0
1300,9,0,0.0
1302,5,0,0.0
1303,7,2,0.2857142857142857
1304,2,0,0.0
1305,44,5,0.11363636363636363
1306,24,6,0.25
1307,1,0,0.0
1308,4,0,0.0
1309,5,2,0.4
1310,11,2,0.18181818181818182
1311,8,1,0.125
1312,3,0,0.0
1313,21,0,0.0
1315,1,0,0.0
1316,32,3,0.09375
1317,3,1,0.3333333333333333
1318,5,0,0.0
1319,7,0,0.0
1320,6,1,0.16666666666666666
1321,27,3,0.1111111111111111
1322,12,2,0.16666666666666666
1324,1,1,1.0
1327,6,0,0.0
1329,29,1,0.034482758620689655
1330,2,1,0.5
1331,9,2,0.2222222222222222
1332,2,0,0.0
1333,5,1,0.2
1335,1,0,0.0
1336,35,10,0.2857142857142857
1337,6,0,0.0
1338,15,1,0.06666666666666667
1340,6,0,0.0
1341,6,2,0.3333333333333333
1343,105,19,0.18095238095238095
1344,4,3,0.75
1345,93,15,0.16129032258064516
1346,10,4,0.4
1348,6,1,0.16666666666666666
1349,8,1,0.125
1350,12,0,0.0
1351,18,3,0.16666666666666666
1352,9,1,0.1111111111111111
1353,2,0,0.0
1354,2,1,0.5
1358,7,1,0.14285714285714285
1359,2,1,0.5
1361,20,2,0.1
1362,40,6,0.15
1363,12,1,0.08333333333333333
1364,23,0,0.0
1366,14,4,0.2857142857142857
1367,1,0,0.0
1369,3,1,0.3333333333333333
1371,15,5,0.3333333333333333
1372,4,0,0.0
1374,15,7,0.4666666666666667
1376,18,3,0.16666666666666666
1378,3,0,0.0
1379,16,2,0.125
1382,4,0,0.0
1383,2,0,0.0
1384,10,1,0.1
1385,1,0,0.0
1386,31,12,0.3870967741935484
1387,13,0,0.0
1388,2,0,0.0
1392,34,3,0.08823529411764706
1393,6,1,0.16666666666666666
1394,28,3,0.10714285714285714
1395,1,0,0.0
1396,8,2,0.25
1397,11,0,0.0
1398,34,6,0.17647058823529413
1399,44,10,0.22727272727272727
1401,17,3,0.17647058823529413
1402,7,0,0.0
1403,8,0,0.0
1404,97,13,0.13402061855670103
1405,14,2,0.14285714285714285
1406,7,0,0.0
1407,24,2,0.08333333333333333
1408,49,2,0.04081632653061224
1409,15,1,0.06666666666666667
1410,11,1,0.09090909090909091
1411,4,2,0.5
1412,24,1,0.041666666666666664
1413,2,0,0.0
1414,1,1,1.0
1415,3,2,0.6666666666666666
1416,2,1,0.5
1417,14,1,0.07142857142857142
1418,17,0,0.0
1419,27,8,0.2962962962962963
1420,4,0,0.0
1421,6,0,0.0
1422,17,1,0.058823529411764705
1423,36,5,0.1388888888888889
1424,2,1,0.5
1426,2,0,0.0
1427,7,1,0.14285714285714285
1428,2,0,0.0
1429,34,11,0.3235294117647059
1431,4,0,0.0
1433,2,0,0.0
1434,25,6,0.24
1435,11,0,0.0
1436,72,7,0.09722222222222222
1437,16,3,0.1875
1438,6,2,0.3333333333333333
1439,3,0,0.0
1440,1,0,0.0
1441,1,0,0.0
1442,1,1,1.0
1443,1,0,0.0
1444,10,0,0.0
1445,5,1,0.2
1446,8,0,0.0
1447,1,0,0.0
1448,6,0,0.0
1449,14,1,0.07142857142857142
1450,29,8,0.27586206896551724
1451,17,1,0.058823529411764705
1452,12,1,0.08333333333333333
1454,2,1,0.5
1455,1,0,0.0
1456,9,1,0.1111111111111111
1458,2,1,0.5
1459,1,0,0.0
1460,12,1,0.08333333333333333
1461,6,2,0.3333333333333333
1463,2,0,0.0
1464,1,0,0.0
1465,40,9,0.225
1467,12,2,0.16666666666666666
1469,8,2,0.25
1470,10,2,0.2
1471,1,0,0.0
1474,86,13,0.1511627906976744
1475,1,1,1.0
1477,149,15,0.10067114093959731
1480,35,3,0.08571428571428572
1481,6,2,0.3333333333333333
1482,24,7,0.2916666666666667
1483,1,1,1.0
1484,4,0,0.0
1485,40,5,0.125
1487,38,12,0.3157894736842105
1488,6,3,0.5
1491,8,1,0.125
1493,10,3,0.3
1494,1,0,0.0
1495,7,1,0.14285714285714285
1498,2,0,0.0
1499,6,2,0.3333333333333333
1501,100,23,0.23
1502,3,0,0.0
1503,2,0,0.0
1504,4,1,0.25
1505,8,1,0.125
1507,3,1,0.3333333333333333
1508,21,6,0.2857142857142857
1509,2,0,0.0
1510,31,5,0.16129032258064516
1511,51,4,0.0784313725490196
1512,2,0,0.0
1513,20,3,0.15
1514,6,1,0.16666666666666666
1515,1,0,0.0
1516,1,0,0.0
1517,5,2,0.4
1518,8,1,0.125
1519,3,1,0.3333333333333333
1520,2,0,0.0
1521,3,0,0.0
1522,22,4,0.18181818181818182
1523,2,0,0.0
1524,4,3,0.75
1525,36,0,0.0
1526,4,0,0.0
1527,16,1,0.0625
1528,10,2,0.2
1529,15,4,0.26666666666666666
1531,10,2,0.2
1532,6,2,0.3333333333333333
1534,38,4,0.10526315789473684
1537,22,1,0.045454545454545456
1538,23,5,0.21739130434782608
1540,1,0,0.0
1541,5,1,0.2
1542,4,2,0.5
1546,22,3,0.13636363636363635
1547,7,1,0.14285714285714285
1548,2,1,0.5
1551,1,0,0.0
1552,23,2,0.08695652173913043
1553,7,0,0.0
1554,12,1,0.08333333333333333
1557,4,2,0.5
1558,58,12,0.20689655172413793
1560,11,4,0.36363636363636365
1561,6,2,0.3333333333333333
1562,39,9,0.23076923076923078
1563,34,5,0.14705882352941177
1564,16,1,0.0625
1565,55,9,0.16363636363636364
1567,22,5,0.22727272727272727
1568,5,0,0.0
1569,5,0,0.0
1570,9,3,0.3333333333333333
1571,3,0,0.0
1575,9,0,0.0
1576,7,1,0.14285714285714285
1577,1,1,1.0
1578,19,2,0.10526315789473684
1580,23,3,0.13043478260869565
1581,13,1,0.07692307692307693
1582,29,6,0.20689655172413793
1583,7,2,0.2857142857142857
1586,16,2,0.125
1587,7,1,0.14285714285714285
1588,8,3,0.375
1591,144,5,0.034722222222222224
1593,39,5,0.1282051282051282
1594,1,0,0.0
1595,7,1,0.14285714285714285
1599,13,0,0.0
1600,7,1,0.14285714285714285
1601,4,1,0.25
1603,4,0,0.0
1604,18,5,0.2777777777777778
1606,1,1,1.0
1609,1,0,0.0
1610,1,0,0.0
1612,10,2,0.2
1614,1,0,0.0
1615,5,0,0.0
1616,2,1,0.5
1618,18,3,0.16666666666666666
1619,49,7,0.14285714285714285
1620,10,1,0.1
1621,17,2,0.11764705882352941
1622,3,1,0.3333333333333333
1624,2,0,0.0
1626,3,0,0.0
1627,35,3,0.08571428571428572
1629,1,0,0.0
1630,6,1,0.16666666666666666
1631,18,3,0.16666666666666666
1632,26,5,0.19230769230769232
1633,3,0,0.0
1634,13,2,0.15384615384615385
1635,11,3,0.2727272727272727
1638,31,5,0.16129032258064516
1639,1,1,1.0
1640,22,1,0.045454545454545456
1641,4,0,0.0
1642,9,0,0.0
1643,11,0,0.0
1644,3,1,0.3333333333333333
1647,4,1,0.25
1648,1,0,0.0
1649,7,1,0.14285714285714285
1651,3,1,0.3333333333333333
1652,6,0,0.0
1653,8,1,0.125
1654,9,2,0.2222222222222222
1658,8,1,0.125
1659,4,0,0.0
1662,1,0,0.0
1663,1,0,0.0
1665,20,2,0.1
1668,23,1,0.043478260869565216
1669,2,0,0.0
1670,5,1,0.2
1671,2,1,0.5
1672,5,0,0.0
1673,1,0,0.0
1674,11,0,0.0
1675,22,2,0.09090909090909091
1676,6,0,0.0
1678,11,0,0.0
1679,1,0,0.0
1680,7,0,0.0
1681,5,1,0.2
1682,1,0,0.0
1683,1,0,0.0
1684,9,1,0.1111111111111111
1685,6,0,0.0
1686,7,1,0.14285714285714285
1688,4,1,0.25
1690,16,1,0.0625
1692,1,0,0.0
1693,13,2,0.15384615384615385
1694,29,8,0.27586206896551724
1695,1,0,0.0
1696,7,1,0.14285714285714285
1697,15,4,0.26666666666666666
1698,5,1,0.2
1699,14,2,0.14285714285714285
1700,7,2,0.2857142857142857
1701,5,0,0.0
1702,7,0,0.0
1703,5,1,0.2
1704,8,1,0.125
1706,1,0,0.0
1707,2,0,0.0
1708,3,0,0.0
1709,1,1,1.0
1710,4,0,0.0
1711,8,0,0.0
1712,17,2,0.11764705882352941
1713,7,3,0.42857142857142855
1714,36,10,0.2777777777777778
1716,11,2,0.18181818181818182
1718,35,8,0.22857142857142856
1719,15,6,0.4
1723,1,0,0.0
1725,1,0,0.0
1726,10,0,0.0
1728,346,0,0.0
1729,6,2,0.3333333333333333
1730,21,2,0.09523809523809523
1732,5,0,0.0
1734,30,6,0.2
1735,26,2,0.07692307692307693
1736,2,1,0.5
1737,26,1,0.038461538461538464
1738,2,0,0.0
1739,4,0,0.0
1741,4,1,0.25
1742,3,0,0.0
1743,6,2,0.3333333333333333
1744,2,0,0.0
1745,38,6,0.15789473684210525
1746,1,0,0.0
1747,3,0,0.0
1748,5,0,0.0
1750,9,2,0.2222222222222222
1752,1,0,0.0
1756,10,2,0.2
1757,11,2,0.18181818181818182
1760,12,5,0.4166666666666667
1761,3,0,0.0
1763,28,1,0.03571428571428571
1764,3,0,0.0
1765,5,1,0.2
1766,1,0,0.0
1767,1,0,0.0
1768,4,2,0.5
1769,3,1,0.3333333333333333
1771,1,0,0.0
1772,11,2,0.18181818181818182
1773,8,2,0.25
1774,2,0,0.0
1775,39,3,0.07692307692307693
1776,6,1,0.16666666666666666
1777,18,6,0.3333333333333333
1779,8,2,0.25
1780,1,1,1.0
1781,10,1,0.1
1782,4,1,0.25
1783,16,3,0.1875
1784,5,1,0.2
1785,11,1,0.09090909090909091
1787,12,2,0.16666666666666666
1788,1,0,0.0
1789,14,4,0.2857142857142857
1792,11,1,0.09090909090909091
1793,3,0,0.0
1794,16,3,0.1875
1795,26,3,0.11538461538461539
1796,4,0,0.0
1797,14,0,0.0
1798,10,2,0.2
1799,33,7,0.21212121212121213
1800,3,0,0.0
1801,8,1,0.125
1803,33,1,0.030303030303030304
1804,3,0,0.0
1805,1,0,0.0
1806,1,0,0.0
1807,12,0,0.0
1808,27,10,0.37037037037037035
1809,2,0,0.0
1810,19,3,0.15789473684210525
1811,22,5,0.22727272727272727
1812,1,0,0.0
1813,21,2,0.09523809523809523
1814,4,0,0.0
1815,4,1,0.25
1818,24,0,0.0
1819,2,0,0.0
1820,7,0,0.0
1821,1,0,0.0
1822,18,7,0.3888888888888889
1824,1,0,0.0
1825,1,0,0.0
1826,41,6,0.14634146341463414
1827,2,0,0.0
1828,4,0,0.0
1829,12,2,0.16666666666666666
1830,32,1,0.03125
1832,2,0,0.0
1834,14,1,0.07142857142857142
1835,1,1,1.0
1836,3,0,0.0
1837,23,0,0.0
1838,5,0,0.0
1839,91,12,0.13186813186813187
1842,1,0,0.0
1843,5,0,0.0
1844,3,2,0.6666666666666666
1846,3,0,0.0
1847,3,2,0.6666666666666666
1848,4,0,0.0
1849,15,3,0.2
1852,24,3,0.125
1853,1,0,0.0
1854,4,1,0.25
1855,12,3,0.25
1856,42,2,0.047619047619047616
1857,2,0,0.0
1858,1,0,0.0
1859,19,4,0.21052631578947367
1860,9,5,0.5555555555555556
1861,11,2,0.18181818181818182
1862,1,0,0.0
1863,3,0,0.0
1864,25,8,0.32
1865,6,0,0.0
1866,4,1,0.25
1867,19,0,0.0
1868,5,2,0.4
1869,10,2,0.2
1871,14,2,0.14285714285714285
1872,20,2,0.1
1873,19,3,0.15789473684210525
1874,9,3,0.3333333333333333
1876,13,3,0.23076923076923078
1877,16,1,0.0625
1878,1,0,0.0
1879,8,1,0.125
1880,3,0,0.0
1881,5,3,0.6
1882,5,1,0.2
1883,21,2,0.09523809523809523
1884,17,1,0.058823529411764705
1885,1,0,0.0
1887,11,1,0.09090909090909091
1889,20,1,0.05
1890,18,0,0.0
1894,9,1,0.1111111111111111
1895,1,1,1.0
1896,1,0,0.0
1897,29,7,0.2413793103448276
1898,19,5,0.2631578947368421
1899,7,0,0.0
1900,1,0,0.0
1902,8,0,0.0
1905,12,1,0.08333333333333333
1906,1,0,0.0
1909,3,0,0.0
1910,1,0,0.0
1912,4,0,0.0
1913,5,0,0.0
1914,1,1,1.0
1915,11,1,0.09090909090909091
1916,2,0,0.0
1917,1,0,0.0
1918,3,0,0.0
1919,4,0,0.0
1920,2,1,0.5
1921,8,0,0.0
1922,13,3,0.23076923076923078
1923,13,2,0.15384615384615385
1924,3,0,0.0
1928,5,1,0.2
1929,1,0,0.0
1930,8,1,0.125
1931,11,2,0.18181818181818182
1932,1,0,0.0
1933,16,3,0.1875
1935,9,3,0.3333333333333333
1936,6,0,0.0
1939,7,0,0.0
1941,13,1,0.07692307692307693
1942,4,0,0.0
1943,4,1,0.25
1944,5,0,0.0
1945,2,0,0.0
1947,4,0,0.0
1948,13,1,0.07692307692307693
1950,26,5,0.19230769230769232
1952,3,1,0.3333333333333333
1954,5,1,0.2
1957,2,1,0.5
1958,4,0,0.0
1960,12,2,0.16666666666666666
1961,5,0,0.0
1962,24,2,0.08333333333333333
1966,3,0,0.0
1967,5,1,0.2
1969,1,0,0.0
1970,2,0,0.0
1971,2,0,0.0
1973,5,1,0.2
1974,18,3,0.16666666666666666
1976,4,0,0.0
1979,1,0,0.0
1980,10,1,0.1
1981,1,1,1.0
1982,2,0,0.0
1984,2,0,0.0
1985,3,0,0.0
1987,1,0,0.0
1988,5,1,0.2
1989,1,0,0.0
1991,6,2,0.3333333333333333
1994,1,0,0.0
1996,5,2,0.4
1997,18,2,0.1111111111111111
2000,1,0,0.0
2003,3,1,0.3333333333333333
2004,1,0,0.0
2006,2,1,0.5
2007,4,0,0.0
2009,1,1,1.0
2012,2,1,0.5
2013,11,1,0.09090909090909091
2015,3,0,0.0
2016,10,0,0.0
2018,8,2,0.25
2019,2,0,0.0
2020,4,0,0.0
2024,9,0,0.0
2025,3,0,0.0
2026,1,0,0.0
2027,9,0,0.0
2029,5,1,0.2
2030,13,2,0.15384615384615385
2031,5,0,0.0
2032,17,0,0.0
2033,8,1,0.125
2035,1,0,0.0
2036,1,1,1.0
2037,4,2,0.5
2040,8,0,0.0
2041,3,1,0.3333333333333333
2043,2,1,0.5
2045,9,3,0.3333333333333333
2046,1,0,0.0
2047,1,0,0.0
2049,6,0,0.0
2050,8,2,0.25
2051,1,0,0.0
2055,3,0,0.0
2059,2,0,0.0
2061,1,0,0.0
2062,1,0,0.0
2063,1,0,0.0
2065,3,1,0.3333333333333333
2066,3,1,0.3333333333333333
2067,1,0,0.0
2068,3,1,0.3333333333333333
2070,5,0,0.0
2071,3,0,0.0
2073,2,0,0.0
2074,1,0,0.0
2075,21,3,0.14285714285714285
2078,20,2,0.1
2080,21,4,0.19047619047619047
2081,17,2,0.11764705882352941
2082,5,0,0.0
2083,2,0,0.0
2084,1,0,0.0
2085,3,0,0.0
2088,5,1,0.2
2089,22,7,0.3181818181818182
2091,17,6,0.35294117647058826
2092,1,1,1.0
2093,9,2,0.2222222222222222
2094,4,1,0.25
2095,14,0,0.0
2097,3,0,0.0
2098,1,0,0.0
2099,8,0,0.0
2100,3,0,0.0
2101,1,1,1.0
2102,14,2,0.14285714285714285
2104,1,0,0.0
2105,3,0,0.0
2106,1,0,0.0
2109,1,0,0.0
2111,18,2,0.1111111111111111
2112,5,2,0.4
2113,23,2,0.08695652173913043
2114,1,0,0.0
2115,1,0,0.0
2117,8,0,0.0
2118,8,2,0.25
2120,5,0,0.0
2121,2,0,0.0
2123,1,0,0.0
2124,3,0,0.0
2125,6,2,0.3333333333333333
2126,1,0,0.0
2130,4,1,0.25
2131,16,4,0.25
2132,5,1,0.2
2133,6,1,0.16666666666666666
2138,7,1,0.14285714285714285
2139,6,1,0.16666666666666666
2140,1,0,0.0
2141,5,3,0.6
2143,3,1,0.3333333333333333
2144,2,0,0.0
2145,1,1,1.0
2147,8,2,0.25
2149,3,0,0.0
2151,1,0,0.0
2153,4,1,0.25
2155,1,0,0.0
2157,8,0,0.0
2158,2,0,0.0
2159,4,1,0.25
2162,4,0,0.0
2164,3,1,0.3333333333333333
2165,2,1,0.5
2166,9,2,0.2222222222222222
2167,7,0,0.0
2168,2,0,0.0
2171,6,1,0.16666666666666666
2173,3,0,0.0
2174,16,1,0.0625
2175,1,0,0.0
2177,1,0,0.0
2178,5,0,0.0
2179,1,0,0.0
2180,8,0,0.0
2183,4,1,0.25
2186,3,1,0.3333333333333333
2187,1,0,0.0
2189,3,0,0.0
2190,3,1,0.3333333333333333
2191,3,0,0.0
2195,15,1,0.06666666666666667
2196,4,1,0.25
2198,18,1,0.05555555555555555
2199,1,0,0.0
2202,2,0,0.0
2204,56,6,0.10714285714285714
2206,27,2,0.07407407407407407
2209,4,1,0.25
2210,1,0,0.0
2211,4,1,0.25
2212,1,1,1.0
2213,1,0,0.0
2215,5,1,0.2
2217,17,4,0.23529411764705882
2218,19,5,0.2631578947368421
2219,1,0,0.0
2220,1,0,0.0
2221,5,1,0.2
2222,2,0,0.0
2223,7,1,0.14285714285714285
2224,2,0,0.0
2225,4,0,0.0
2226,1,0,0.0
2228,1,0,0.0
2231,24,4,0.16666666666666666
2232,4,0,0.0
2234,7,2,0.2857142857142857
2235,3,0,0.0
2237,6,0,0.0
2239,1,0,0.0
2240,3,0,0.0
2242,8,1,0.125
2243,7,2,0.2857142857142857
2244,4,1,0.25
2245,1,1,1.0
2248,8,1,0.125
2250,4,0,0.0
2251,6,1,0.16666666666666666
2252,4,0,0.0
2255,33,5,0.15151515151515152
2257,2,0,0.0
2258,7,0,0.0
2259,1,0,0.0
2262,18,2,0.1111111111111111
2263,3,1,0.3333333333333333
2265,2,1,0.5
2267,1,0,0.0
2268,12,1,0.08333333333333333
2271,1,0,0.0
2272,1,0,0.0
2273,3,0,0.0
2274,9,1,0.1111111111111111
2275,2,1,0.5
2278,6,2,0.3333333333333333
2280,1,0,0.0
2281,1,0,0.0
2282,4,1,0.25
2283,7,1,0.14285714285714285
2284,1,1,1.0
2285,9,3,0.3333333333333333
2286,2,0,0.0
2287,1,1,1.0
2288,11,1,0.09090909090909091
2289,18,3,0.16666666666666666
2290,9,2,0.2222222222222222
2292,8,2,0.25
2293,6,0,0.0
2295,5,1,0.2
2296,20,5,0.25
2300,11,2,0.18181818181818182
2302,1,0,0.0
2304,2,0,0.0
2305,20,2,0.1
2308,20,0,0.0
2313,3,0,0.0
2314,4,2,0.5
2315,2,1,0.5
2318,3,0,0.0
2319,2,0,0.0
2320,7,2,0.2857142857142857
2322,7,2,0.2857142857142857
2323,17,3,0.17647058823529413
2325,12,1,0.08333333333333333
2326,3,1,0.3333333333333333
2328,1,0,0.0
2329,1,0,0.0
2331,3,0,0.0
2333,2,1,0.5
2335,1,0,0.0
2337,1,1,1.0
2339,7,1,0.14285714285714285
2340,1,0,0.0
2342,1,0,0.0
2343,14,2,0.14285714285714285
2344,3,0,0.0
2345,4,1,0.25
2346,9,3,0.3333333333333333
2348,22,6,0.2727272727272727
2349,3,0,0.0
2351,11,3,0.2727272727272727
2352,3,1,0.3333333333333333
2353,1,0,0.0
2354,2,0,0.0
2355,26,2,0.07692307692307693
2356,4,0,0.0
2358,9,1,0.1111111111111111
2359,1,0,0.0
2361,2,0,0.0
2362,13,1,0.07692307692307693
2363,2,0,0.0
2364,7,1,0.14285714285714285
2368,2,0,0.0
2370,7,2,0.2857142857142857
2371,2,0,0.0
2373,5,0,0.0
2374,1,0,0.0
2375,8,0,0.0
2376,9,1,0.1111111111111111
2378,5,0,0.0
2379,1,0,0.0
2381,2,1,0.5
2382,6,1,0.16666666666666666
2383,7,2,0.2857142857142857
2385,11,0,0.0
2388,3,2,0.6666666666666666
2389,27,6,0.2222222222222222
2390,3,0,0.0
2391,3,0,0.0
2393,1,0,0.0
2394,4,1,0.25
2396,1,0,0.0
2397,1,1,1.0
2399,3,1,0.3333333333333333
2403,11,0,0.0
2407,1,0,0.0
2410,3,0,0.0
2411,14,0,0.0
2412,10,4,0.4
2413,3,1,0.3333333333333333
2414,11,4,0.36363636363636365
2416,1,1,1.0
2417,4,2,0.5
2420,2,1,0.5
2421,5,0,0.0
2423,11,0,0.0
2424,1,0,0.0
2426,4,0,0.0
2427,18,2,0.1111111111111111
2428,3,0,0.0
2429,31,6,0.1935483870967742
2430,3,0,0.0
2431,2,0,0.0
2432,30,1,0.03333333333333333
2433,1,0,0.0
2434,1,0,0.0
2435,1,0,0.0
2437,4,0,0.0
2439,2,1,0.5
2440,1,1,1.0
2442,1,1,1.0
2443,28,0,0.0
2445,6,0,0.0
2446,8,1,0.125
2449,2,0,0.0
2451,1,0,0.0
2455,6,1,0.16666666666666666
2456,16,2,0.125
2457,2,1,0.5
2458,9,1,0.1111111111111111
2459,5,0,0.0
2461,1,0,0.0
2462,1,1,1.0
2464,10,0,0.0
2466,6,2,0.3333333333333333
2468,5,0,0.0
2470,2,1,0.5
2472,4,1,0.25
2474,3,0,0.0
2475,18,4,0.2222222222222222
2478,2,0,0.0
2479,18,2,0.1111111111111111
2481,1,0,0.0
2486,1,1,1.0
2487,1,0,0.0
2488,3,0,0.0
2490,3,1,0.3333333333333333
2492,3,0,0.0
2493,1,0,0.0
2495,4,0,0.0
2497,2,0,0.0
2498,3,0,0.0
2500,4,1,0.25
2502,8,0,0.0
2503,3,0,0.0
2504,6,0,0.0
2506,17,4,0.23529411764705882
2507,1,0,0.0
2508,1,1,1.0
2509,1,0,0.0
2510,5,0,0.0
2511,2,0,0.0
2512,11,4,0.36363636363636365
2514,20,0,0.0
2518,3,1,0.3333333333333333
2520,12,1,0.08333333333333333
2521,9,1,0.1111111111111111
2525,3,0,0.0
2526,3,0,0.0
2531,5,1,0.2
2532,4,0,0.0
2533,3,0,0.0
2536,1,0,0.0
2537,1,0,0.0
2540,7,0,0.0
2543,5,1,0.2
2544,1,0,0.0
2545,9,3,0.3333333333333333
2546,1,0,0.0
2547,7,1,0.14285714285714285
2548,2,0,0.0
2551,6,0,0.0
2552,4,0,0.0
2554,1,0,0.0
2556,4,1,0.25
2558,4,1,0.25
2562,2,0,0.0
2564,3,0,0.0
2569,4,1,0.25
2570,1,1,1.0
2574,2,0,0.0
2576,9,0,0.0
2580,5,0,0.0
2583,20,1,0.05
2588,4,2,0.5
2591,2,0,0.0
2592,2,1,0.5
2593,2,1,0.5
2594,4,0,0.0
2596,5,1,0.2
2602,12,3,0.25
2603,10,1,0.1
2607,1,0,0.0
2608,2,0,0.0
2609,2,0,0.0
2610,7,2,0.2857142857142857
2611,3,0,0.0
2614,40,4,0.1
2615,6,1,0.16666666666666666
2618,1,0,0.0
2624,6,0,0.0
2625,1,0,0.0
2627,2,2,1.0
2628,10,3,0.3
2631,4,1,0.25
2633,9,2,0.2222222222222222
2637,7,1,0.14285714285714285
2639,3,0,0.0
2640,6,1,0.16666666666666666
2642,5,0,0.0
2646,1,1,1.0
2647,3,0,0.0
2649,1,0,0.0
2650,11,1,0.09090909090909091
2652,1,0,0.0
2653,6,2,0.3333333333333333
2654,1,0,0.0
2656,1,0,0.0
2660,1,0,0.0
2662,2,0,0.0
2663,25,4,0.16
2664,6,0,0.0
2666,13,2,0.15384615384615385
2667,2,0,0.0
2670,2,1,0.5
2671,4,1,0.25
2672,1,0,0.0
2674,2,0,0.0
2676,2,0,0.0
2680,6,0,0.0
2681,3,0,0.0
2683,7,1,0.14285714285714285
2685,2,0,0.0
2686,3,0,0.0
2688,2,0,0.0
2691,8,1,0.125
2693,1,0,0.0
2694,11,2,0.18181818181818182
2695,1,0,0.0
2696,3,0,0.0
2697,1,0,0.0
2698,2,0,0.0
2700,8,1,0.125
2702,2,0,0.0
2703,10,1,0.1
2705,3,0,0.0
2706,12,2,0.16666666666666666
2710,4,0,0.0
2711,4,0,0.0
2712,4,0,0.0
